ID,Plot,Reg,Species,dbh,Height,WD,Bark_thickn.br,Bark_thickn.st,SLA,HV,Diam.br,d_max.br,dh_mean.br,VD.br,Alum.br,Ks.br,soil_N,soil_P,soil_Ptot,Frac_fib.br,Frac_con.br,Frac_ray.br,Frac_axi.br,d_max.st,dh_mean.st,VD.st,Alum.st,Ks.st,Frac_fib.st,Frac_con.st,Frac_ray.st,Frac_axi.st,BAI,relBAI,N.st,N.leaf,N.lit,N.br,N.bark,N.br.bark,N.hr,N.recy.st,N.recy.br,P.st,P.leaf,P.lit,P.br,P.bark,P.br.bark,P.hr,P.recy.st,P.recy.br,lifespan
PU_1,HighP_5,High,Pittosporum_undulatum,10.86,11.4,NA,0.91,0.31,117.56,1.38,5.79,38.92,32.11,150.18,9.51,2.66,3.51,4.73,122.53,68.7,10,15.5,2.7,80.87,48.81,47.32,7.43,4.97,68.4,12.7,14,3.3,0.67984065,0.742112483,1.23913,11.996855,7.48258,2.09141,3.10726,6.58332,1.33712,-0.790796769,3.762882022,0.06994833,0.779704309,0.344842042,0.206393574,0.284183597,0.524437768,0.079284213,-0.133468276,0.557727157,NA
PU_2,HighP_5,High,Pittosporum_undulatum,9.82,12.4,0.61,0.71,0.3,120.02,1.27,5.63,46.95,37.88,121.63,10.56,4.18,3.51,4.73,122.53,69.2,14.1,9.3,3.4,68.32,58.7,64.31,13.37,12.56,61.9,15.8,15.8,3.9,1.084713403,1.429282544,1.5791,11.690605,6.166995,1.4645,4.26044,5.81543,1.24781,2.097967197,4.724828185,0.072036421,0.930185141,0.258350374,0.231865825,0.250245835,0.663762035,0.062643395,0.130392736,0.722259191,NA
PU_3,HighP_2,High,Pittosporum_undulatum,10.14,11.4,NA,0.67,0.27,135.01,1.44,5.15,37.57,32.38,146.6,10.02,2.96,3.57,5.03,140.82,73.2,10.7,10.2,3,76.7,49.69,54.43,8.57,5.9,72,10.7,12,3,0.478543101,0.592591296,1.36962,12.84878,9.769255,1.61038,3.05092,5.563025,0.92468,3.248638308,2.396745061,0.118048402,0.664029393,0.450825139,0.120048883,0.213792627,0.241943942,0.115121282,0.024795931,0.321076531,NA
PU_4,HighP_2,High,Pittosporum_undulatum,10.32,13.1,0.69,0.75,0.18,135.09,1.09,5.62,42.88,34.55,127.55,9.08,2.94,3.57,5.03,140.82,75.5,11.7,11.5,0.8,69.85,58.71,55.3,11.68,11.11,66.2,13.2,13.5,4,NA,NA,1.18777,14.078975,6.778995,2.578005,4.78374,7.596445,1.21782,-0.252995108,5.185022347,0.081558589,2.067747049,0.266154553,0.99122799,0.216168782,0.797038031,0.108330232,-0.328250443,0.871282828,NA
PU_5,HighP_2,High,Pittosporum_undulatum,12.05,12,NA,0.81,0.3,121.54,1.06,7.32,39.87,34.3,149.93,11.12,3.63,3.57,5.03,140.82,70.9,12.4,9.1,2.8,74.2,59.01,46.46,10.03,9.69,69.9,11.8,13.7,3.4,0.948368282,0.831597252,1.03311,13.325585,6.944695,2.467315,4.19025,6.840175,1.21116,-1.723437001,4.788450188,0.070573958,0.767224563,0.243252423,0.178864506,0.219340358,0.3854789,0.107533016,-0.523692578,0.682944949,NA
SA_2,HighP_3,High,Sloanea_australis,8.31,6.3,0.56,0.78,0.64,142.02,1.36,5.2,42.48,34.82,111.5,8.12,2.6,3.42,5.15,192.16,58.8,13.3,19.1,3.5,86.93,91.87,26.07,12.27,27.42,56.2,12.6,26.4,1.1,0.392777622,0.722454003,0.86584,12.44627,9.20828,3.706905,2.95728,6.44746,1.32268,-5.276263513,2.601574608,0.143332522,0.396903039,0.368403931,0.812229128,0.180455567,1.232937005,0.122905503,0.142514893,0.071803703,NA
SA_3,HighP_3,High,Sloanea_australis,7.46,7.7,NA,1.03,NA,115.76,1.01,5.09,46.77,30.66,132.14,7.98,2.04,3.42,5.15,192.16,58,13.4,20,4.4,54.93,NA,NA,NA,NA,NA,NA,NA,NA,0.813122719,1.911219577,1.15437,12.811955,8.68257,4.963335,3.11725,6.521485,1.46621,-2.701386904,3.223071733,0.162422021,0.596250132,0.264390042,0.2965636,0.178882631,0.397447584,0.102727807,0.367525374,0.556578645,NA
SA_4,HighP_3,High,Sloanea_australis,26.03,22.5,0.52,0.97,0.23,124.56,1.5,5.88,32.2,27.99,123.01,6.35,1.36,3.42,5.15,192.16,59.8,14,20.2,2.8,66.61,71.4,28.05,8.21,11.33,57,9.7,27.9,2.7,3.216990877,0.626957712,1.5626,13.29755,10.051455,3.71409,3.78351,6.395135,2.27302,-4.546397031,2.441122613,0.123326147,0.356848256,0.447153356,0.327987982,0.225681314,0.544101698,0.173752629,-0.408887192,-0.253063027,NA
SA_5,HighP_3,High,Sloanea_australis,25.43,20.8,0.53,1.05,0.51,138.59,1.5,4.77,31.52,27.49,124.17,6.24,1.28,3.42,5.15,192.16,71.9,6.2,14.3,2,64.59,78.37,29.3,10,16.14,51.5,13.6,29.4,3.3,0.399532046,0.07866273,1.40004,12.679185,9.733255,3.05664,2.75619,5.91084,1.19208,1.485386132,2.323437981,0.124999082,0.543688845,0.399629352,0.251181124,0.165533644,0.400489232,0.131653045,-0.053232095,0.264966798,NA
SA_6,HighP_3,High,Sloanea_australis,14.1,13.2,0.5,1.55,0.41,122.54,2.2,5.66,NA,26.22,142.36,6.15,1.14,3.42,5.15,192.16,53.9,10.1,27.3,4.4,NA,74.74,27.74,10.06,15.58,55.3,15.3,24.3,2.5,NA,NA,1.10453,13.08186,10.327675,3.810525,3.03814,6.643105,1.43401,-2.982988239,2.10534664,0.105786443,0.551480169,0.491471915,0.40091243,0.168569406,0.544515149,0.121117303,-0.144922729,0.108813077,NA
SA_7,HighP_3,High,Sloanea_australis,16.3,20,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,3.42,5.15,192.16,NA,NA,NA,NA,NA,81.98,23.93,9.33,16.84,56.7,15.2,21.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SG_1,LowP_1,Low,Syncarpia_glomulifera,18.65,14,0.63,0.68,2.61,65.8,1.36,6.12,NA,34.62,188.89,12.65,4.05,0.93,4.52,56.26,55.8,16.9,20.7,6.6,NA,111.82,15.62,10.93,37.3,56.1,15.3,22.6,5.1,8.566259228,3.132406038,1.51283,10.509965,5.31018,3.660655,3.23289,6.663735,1.40705,0.699219344,4.947480796,0.067086343,0.742087531,0.136116089,0.188824644,0.075464557,0.24803263,0.01311311,0.804533838,0.816576774,NA
SG_2,LowP_1,Low,Syncarpia_glomulifera,28.11,17.8,0.67,0.75,3.08,69.87,2.09,4.92,50.98,46.08,105.22,13.08,7.72,0.93,4.52,56.26,58.9,14.5,14.2,12.4,71.23,134.3,12.57,12.09,58.76,52.3,13.9,21.4,12,10.17554007,1.646652114,1.5513,8.576115,4.925235,3.558795,3.77445,6.185745,1.63627,-0.547734158,4.257032467,0.053164052,0.556592785,0.130647707,0.190100179,0.071868368,0.261663578,0.004535494,0.914688707,0.765272368,NA
SG_3,LowP_1,Low,Syncarpia_glomulifera,29.35,16.5,0.92,1,3.06,65.91,0.71,5.94,48.87,35.96,92.59,7.25,2.59,0.93,4.52,56.26,58.1,10.4,25.5,6,64.48,121.68,18.36,17.94,75.44,56.3,23.4,13.4,7,18.09957922,2.675237761,1.95174,8.496665,5.00777,2.88897,3.97046,4.707,1.16631,4.02425528,4.10619343,0.082052765,0.301692042,0.110790981,0.133393156,0.079675438,0.185883815,0.014591906,0.82216436,0.63276797,NA
SG_5,LowP_3,Low,Syncarpia_glomulifera,25.89,14.2,0.63,0.77,2.12,47.53,1.13,6.51,50.42,40.15,187.8,14.26,5.71,0.74,3.16,48.72,49.8,26.4,11.4,12.5,99.07,112.8,18.15,12.15,40.4,57.5,14.5,17.5,9.8,10.20821263,1.942079342,1.92908,8.294635,4.306995,3.318675,3.75979,4.53334,1.20996,3.727787339,4.807493036,0.037672248,0.167053292,0.037114448,0.12832354,0.044672213,0.152692757,0.018668669,0.504445049,0.777828694,NA
SG_6,LowP_4,Low,Syncarpia_glomulifera,21.5,10,0.65,1.32,2.24,60.77,0.97,4.85,43.97,31.13,203.08,11,2.82,0.69,1.67,45.11,45.8,22.6,18.2,13.1,81.78,126.3,19.65,19.17,84.13,53.5,24.2,16.2,5.6,NA,NA,1.6646,8.63462,4.576245,3.59753,3.21285,5.728375,1.1043,3.365973808,4.700119982,0.057777898,0.216266163,0.091467513,0.154063131,0.045221318,0.197248363,0.010024922,0.826492096,0.577060454,NA
SO_1,HighP_1,High,Syzygium_oleosum,13.81,9.4,0.68,0.75,0.77,113.5,1.76,5.23,42.75,33.54,184.34,10.72,3.1,3.23,9.9,50.47,52.2,14.2,17.9,12.1,99.16,66.23,30.06,7.66,8.87,48,14.7,17.3,20,0.216691353,0.145085219,1.75106,13.452805,8.72671,2.555415,6.69898,6.844965,0.77534,5.572167716,3.513092623,0.067317007,0.602418664,0.173697739,0.127864651,0.172191178,0.251630905,0.019179072,0.715093216,0.711666074,NA
SO_2,HighP_1,High,Syzygium_oleosum,13.55,11.5,0.62,0.89,0.55,101.32,1,5.83,49.23,40.24,132.95,10.83,4.49,3.23,9.9,50.47,49.3,15.5,18,16.3,84.48,83.82,31.17,12.18,22.56,41.7,18.8,19.9,19.4,2.997393551,2.075556252,2.99055,13.88121,9.64488,2.177075,6.23972,7.203155,0.97935,6.725184331,3.051844904,0.047260453,0.299265829,0.214282155,0.109928383,0.200382596,0.239619218,0.09809416,-1.075607697,0.283973865,NA
SO_3,HighP_4,High,Syzygium_oleosum,9.86,8.8,0.57,0.8,0.4,106.52,1.79,5.5,38.78,32.26,175.72,10.04,2.74,3.68,6.27,198.93,56.1,13,16.4,14.5,102.13,69.9,28.13,8.64,11.67,51.7,13,16,19.3,1.244070691,1.629301087,2.54791,12.344235,10.8583,2.73096,6.93891,6.439485,1.46966,4.231899871,1.203748146,0.05394646,0.50511809,0.38101636,0.149022937,0.181655583,0.267512335,0.050519891,0.063517958,0.245688547,NA
SO_4,HighP_4,High,Syzygium_oleosum,14,14,0.69,0.7,0.65,94.26,1.09,4.73,46.18,37.72,167.34,11.7,4.21,3.68,6.27,198.93,52.7,20.3,11.3,13.8,150.25,72.52,31.26,10.27,14.77,53.5,16.4,18.3,11.8,5.994865641,3.894336735,1.83487,13.16787,10.17882,2.00091,6.03196,6.60567,0.86858,5.266258645,2.2699571,0.048683687,0.530053265,0.398615554,0.109357353,0.207199456,0.255909856,0.060938248,-0.251718014,0.24797076,NA
SO_5,HighP_3,High,Syzygium_oleosum,8.41,11.1,0.71,0.68,0.51,134.68,2.83,5.61,56.16,43.43,117.46,9.94,4.66,3.42,5.15,192.16,53,15.7,12,17.3,170.92,77.87,38.71,13.63,21.98,49.6,16,17.7,16.8,0.263265464,0.478468217,1.84336,15.36963,11.062635,2.90425,5.94311,7.01971,1.45051,2.131162659,2.802276307,0.035908721,0.620130999,0.310018107,0.268298458,0.220811817,0.373779869,0.011561234,0.678038268,0.500076423,NA
SY_1,HighP_1,High,Synoum_glandulosum,14.55,9.9,0.61,0.85,0.81,147.67,1.44,4.16,40.6,30.86,164.33,8.74,2.16,3.23,9.9,50.47,52.8,10.4,21.9,13.1,150.18,96.83,14.18,7.51,18.5,40.2,10.9,17.6,30.3,0.45741589,0.275103034,4.67635,15.759775,12.83489,5.26303,8.14165,9.15937,1.50184,6.788435425,1.855917994,0.177914669,0.59108383,0.42549024,0.17933093,0.255746707,0.509448717,0.086602576,0.513235325,0.280152462,NA
SY_2,HighP_2,High,Synoum_glandulosum,7.2,4,NA,1.03,NA,154.13,0.48,4.48,48.65,37.27,155.98,10.7,3.77,3.57,5.03,140.82,51.7,15,19.8,12.1,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20914,14.684645,11.35038,2.324045,5.66213,7.95532,1.32545,4.000153906,2.270579234,0.081978495,0.548837278,0.508935377,0.173226666,0.292866535,0.472905925,0.101316782,-0.235894633,0.072702607,NA
SY_3,HighP_4,High,Synoum_glandulosum,10.77,7.9,0.55,0.84,0.49,101.96,1.54,4.37,53.09,40.39,162.74,13.2,5.56,3.68,6.27,198.93,46.3,14.6,16.8,21,162.36,83.69,17.63,8.19,15.82,44.4,10.5,17.4,26.9,0.508231152,0.557878974,2.36456,16.9751,11.611925,2.701725,7.34914,8.69461,1.34845,4.297247691,3.159436469,0.132002471,0.570360772,0.440584343,0.197301066,0.287857847,0.530065481,0.079043333,0.401198081,0.227533932,NA
SY_4,HighP_4,High,Synoum_glandulosum,8.33,6.4,0.51,0.71,0.33,140.91,0.77,5.95,48.33,38.77,143.71,10.53,4.03,3.68,6.27,198.93,62.2,12.3,13.5,9.6,82.09,77.42,19.63,7.29,12.16,52.7,5.2,19.5,22,0.39324886,0.721585153,2.55806,15.38687,12.726715,3.671385,5.72741,8.907315,1.56798,3.870433063,1.728847387,0.161719133,0.577390894,0.408354585,0.263036087,0.35599617,0.626390898,0.080625558,0.501447006,0.292758875,NA
SY_6,HighP_4,High,Synoum_glandulosum,14.78,7.1,NA,0.87,0.77,158.28,1.13,6.38,44.04,33.92,203.76,12.93,3.91,3.68,6.27,198.93,48.8,15.1,19.3,15.3,106.44,76.57,27.79,10.06,16.26,41,13.9,19.4,25.3,0.929911425,0.542004428,2.3579,15.06021,9.66643,2.00437,8.87317,8.37428,1.45738,3.819161118,3.581477284,0.14975867,0.492825467,0.329412336,0.136605604,0.422383332,0.518956808,0.067450436,0.549605802,0.331584185,NA
SY_9,HighP_5,High,Synoum_glandulosum,13.17,9.5,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,3.51,4.73,122.53,NA,NA,NA,NA,NA,88.59,17.98,7.69,15.57,52.7,11.9,17.9,16.9,1.439870453,1.074848326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TL_1,HighP_1,High,Trochocarpa_laurina,12.54,6.7,0.67,0.75,0.4,119.44,1.1,5.51,40.01,28.38,235.02,12.13,2.74,3.23,9.9,50.47,47.2,15.3,17.3,20.2,82.86,45.88,80.18,11.74,6.93,46.5,13.4,24,16.1,NA,NA,1.8464,12.81036,9.24157,3.26975,6.85935,7.61512,0.84886,5.402621317,2.78586238,0.038748646,0.327793442,0.205029156,0.199860653,0.207890123,0.36591279,0.092988283,-1.399781479,0.374517213,NA
TL_2,HighP_4,High,Trochocarpa_laurina,19.42,10.1,0.58,0.45,0.59,117.58,0.82,3.54,33.1,24.38,293.24,11.74,1.99,3.68,6.27,198.93,45.4,20.2,19.5,14.9,100.21,47.29,57.19,8.89,5.39,42.2,14.9,25.8,16.9,0.305127186,0.103013127,2.14448,12.820585,9.249895,3.15668,7.39177,6.87383,1.36517,3.63402783,2.78512252,0.24491522,0.425671376,0.261687561,0.186180632,0.267310324,0.350246827,0.071342001,0.70870736,0.385235711,NA
TL_3,HighP_4,High,Trochocarpa_laurina,6.37,5.7,NA,0.6,NA,127.2,1.19,3.44,28.19,24.68,240.58,9.87,1.71,3.68,6.27,198.93,46.6,12.1,23.3,18,94.8,NA,NA,NA,NA,NA,NA,NA,NA,2.446672359,7.677274508,NA,10.168955,10.70966,2.81375,NA,7.296075,NA,NA,-0.531721303,NA,0.297425796,0.367429379,0.273099026,NA,0.418763188,NA,NA,-0.235364868,NA
TL_4,HighP_5,High,Trochocarpa_laurina,7.29,5.1,0.68,0.71,0.7,121.95,1.4,5.04,30.05,23.23,289.04,10.76,1.65,3.51,4.73,122.53,33.8,21.6,26.2,17.4,104.99,44.21,66.32,9.12,4.99,44.5,14.2,30.4,10.5,0.114589592,0.27453659,1.62788,11.86631,8.48937,3.02869,8.88277,8.88394,1.50512,0.75410964,2.84582149,0.02566938,0.43043767,0.203705486,0.449112908,0.179585441,0.470255543,0.0560426,-1.183247122,0.526748006,NA
TL_6,HighP_4,High,Trochocarpa_laurina,8.72,4,0.67,0.76,0.8,114.63,0.75,4.85,26.82,24.28,317.03,12.42,2.08,3.68,6.27,198.93,35.7,20.3,25,19,70.86,39.37,116.07,12.71,5.57,35.9,19.6,17.7,25.8,0.550407033,0.917426389,1.73597,11.72936,9.29788,2.255845,5.38769,7.95062,1.46563,1.557284976,2.072986079,0.117954467,0.343162342,0.248942537,0.195707334,0.123176123,0.366721454,0.089597063,0.240409751,0.274563358,NA
AC_a,NA,NA,Angophora_costata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.518867925
AC_b,NA,NA,Angophora_costata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.830948122
AC_c,NA,NA,Angophora_costata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.312030075
AC_d,NA,NA,Angophora_costata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.195652174
BE_a,NA,NA,Banksia_ericifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.376878906
BE_b,NA,NA,Banksia_ericifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.719403719
BE_c,NA,NA,Banksia_ericifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.672222222
BE_d,NA,NA,Banksia_ericifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.683333333
BE_e,NA,NA,Banksia_ericifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.034202364
BS_a,NA,NA,Banksia_serrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.953488372
BS_b,NA,NA,Banksia_serrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.707244318
BS_c,NA,NA,Banksia_serrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.658536585
BS_d,NA,NA,Banksia_serrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5
BS_e,NA,NA,Banksia_serrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.451905626
CA_a,NA,NA,Ceratopetalum_apetalum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5625
CA_b,NA,NA,Ceratopetalum_apetalum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7
CA_c,NA,NA,Ceratopetalum_apetalum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.01948052
CA_d,NA,NA,Ceratopetalum_apetalum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.399038462
CA_e,NA,NA,Ceratopetalum_apetalum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.961538462
CS_a,NA,NA,Callicoma_serratifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.378787879
CS_b,NA,NA,Callicoma_serratifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS_c,NA,NA,Callicoma_serratifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.452941176
CS_d,NA,NA,Callicoma_serratifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.476190476
CS_e,NA,NA,Callicoma_serratifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58974359
EH_a,NA,NA,Eucalyptus_haemastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.683333334
EH_b,NA,NA,Eucalyptus_haemastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2
EH_c,NA,NA,Eucalyptus_haemastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.372405373
EH_d,NA,NA,Eucalyptus_haemastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.896551724
EH_e,NA,NA,Eucalyptus_haemastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.225490196
EP_a,NA,NA,Eucalyptus_piperita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.476913346
EP_b,NA,NA,Eucalyptus_piperita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.301282051
EP_c,NA,NA,Eucalyptus_piperita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0325
